datetime,geracao_solar_kwh,consumo_kwh,reserva_bateria_pct,temp_externa_c,temp_interna_c,radiacao_msv,oxigenio,energia,comunicacao,habitat,pressao,combustivel
2026-02-18 00:00,4.01,53.57,63.6,-114.8,21.5,0.107,1,1,1,1,1,1
2026-02-18 04:00,2.06,40.92,65.2,-117.4,23.9,0.269,1,1,1,1,1,1
2026-02-18 08:00,25.15,54.01,61.9,-103.5,20.7,0.186,1,1,1,1,1,1
2026-02-18 12:00,77.87,43.14,77.0,-95.9,25.1,0.119,1,1,1,1,1,1
2026-02-18 16:00,24.36,44.7,69.2,-97.9,22.1,0.314,1,1,1,1,1,1
2026-02-18 20:00,2.79,40.0,61.8,-105.8,23.3,0.176,1,1,1,1,1,1
2026-02-19 00:00,1.11,49.09,71.2,-105.2,22.3,0.264,1,1,1,1,1,1
2026-02-19 04:00,4.82,45.84,70.4,-101.9,19.3,0.141,1,1,1,1,1,1
2026-02-19 08:00,27.87,47.86,69.1,-98.7,24.0,0.127,1,1,1,1,1,1
2026-02-19 12:00,78.17,59.12,62.7,-110.0,22.7,0.112,1,1,1,1,1,1
2026-02-19 16:00,25.52,54.61,62.6,-114.5,23.2,0.321,1,1,1,1,1,1
2026-02-19 20:00,4.82,59.41,69.1,-124.7,21.9,0.275,1,1,1,1,1,1
2026-02-20 00:00,3.16,44.02,72.5,-118.4,21.4,0.268,1,1,1,1,1,1
2026-02-20 04:00,0.58,47.04,69.6,-107.2,23.7,0.204,1,1,1,1,1,1
2026-02-20 08:00,21.84,42.91,73.4,-122.0,24.3,0.14,1,1,1,1,1,1
2026-02-20 12:00,65.65,56.28,62.0,-95.3,24.2,0.316,1,1,1,1,1,1
2026-02-20 16:00,26.1,58.53,67.8,-91.7,25.8,0.178,1,1,1,1,1,1
2026-02-20 20:00,4.15,58.23,74.1,-104.1,24.3,0.237,1,1,1,1,1,1
2026-02-21 00:00,0.93,43.48,70.3,-114.9,22.0,0.239,1,1,1,1,1,1
2026-02-21 04:00,0.77,46.45,61.0,-92.7,23.3,0.265,1,1,1,1,1,1
2026-02-21 08:00,22.89,41.36,70.1,-113.4,22.8,0.123,1,1,1,1,1,1
2026-02-21 12:00,75.61,59.93,76.5,-90.8,19.1,0.267,1,1,1,1,1,1
2026-02-21 16:00,23.81,58.32,78.9,-114.6,22.8,0.171,1,1,1,1,1,1
2026-02-21 20:00,4.49,43.85,70.3,-92.1,20.2,0.339,1,1,1,1,1,1
2026-02-22 00:00,2.12,42.08,70.8,-101.9,25.8,0.294,1,1,1,1,1,1
2026-02-22 04:00,0.44,41.09,75.9,-107.7,23.0,0.157,1,1,1,1,1,1
2026-02-22 08:00,25.23,52.83,72.4,-99.8,23.1,0.275,1,1,1,1,1,1
2026-02-22 12:00,80.31,48.75,67.9,-103.6,22.3,0.233,1,1,1,1,1,1
2026-02-22 16:00,26.18,58.28,75.9,-100.8,21.6,0.337,1,1,1,0,1,1
2026-02-22 20:00,4.73,46.09,75.0,-93.9,21.4,0.203,1,1,1,1,1,1
2026-02-23 00:00,0.91,55.99,77.0,-95.9,25.5,0.349,1,1,1,1,1,1
2026-02-23 04:00,2.44,46.62,62.6,-103.8,19.7,0.255,1,1,1,1,1,1
2026-02-23 08:00,25.44,47.29,66.3,-112.9,19.0,0.162,1,1,1,1,1,1
2026-02-23 12:00,82.56,49.26,67.2,-117.8,22.9,0.144,1,1,1,1,1,1
2026-02-23 16:00,27.58,41.53,61.5,-129.3,22.6,0.108,1,1,1,1,1,1
2026-02-23 20:00,4.99,49.44,75.5,-115.4,20.6,0.293,1,1,1,1,1,1
2026-02-24 00:00,3.31,56.96,76.1,-105.4,20.2,0.229,1,1,1,1,1,1
2026-02-24 04:00,2.42,47.18,64.4,-110.5,19.4,0.192,1,1,1,1,1,1
2026-02-24 08:00,21.98,59.61,66.5,-101.9,22.6,0.307,1,1,1,1,1,1
2026-02-24 12:00,78.07,56.71,70.3,-114.9,25.4,0.229,1,1,1,1,1,1
2026-02-24 16:00,22.59,43.31,61.5,-104.3,20.5,0.147,1,1,1,1,1,1
2026-02-24 20:00,2.41,49.58,64.2,-123.6,24.8,0.106,1,1,1,1,1,1
2026-02-25 00:00,0.28,45.17,63.6,-91.7,23.2,0.241,1,1,1,1,1,1
2026-02-25 04:00,4.96,57.35,63.4,-96.8,23.2,0.299,1,1,1,1,1,1
2026-02-25 08:00,24.69,51.81,64.6,-114.6,19.8,0.151,1,1,1,1,1,1
2026-02-25 12:00,77.29,40.78,75.7,-109.9,19.8,0.221,1,1,1,1,1,1
2026-02-25 16:00,25.15,47.41,60.9,-108.8,20.6,0.301,1,1,1,1,1,1
2026-02-25 20:00,0.49,42.68,69.5,-120.7,25.0,0.171,1,1,1,1,1,1
2026-02-26 00:00,0.59,40.14,73.1,-102.5,21.2,0.191,1,1,1,1,1,1
2026-02-26 04:00,1.38,53.61,75.1,-113.5,24.5,0.221,1,1,1,1,1,1
2026-02-26 08:00,26.57,57.1,73.2,-100.1,22.1,0.275,1,1,1,1,1,1
2026-02-26 12:00,79.14,43.21,79.3,-129.8,19.6,0.136,1,1,1,1,1,1
2026-02-26 16:00,24.23,59.69,72.3,-109.2,24.0,0.249,1,1,1,1,1,1
2026-02-26 20:00,4.02,45.72,60.7,-106.0,22.6,0.158,1,1,1,0,1,1
2026-02-27 00:00,3.9,47.06,67.9,-106.6,22.6,0.284,1,1,1,1,1,1
2026-02-27 04:00,4.82,45.53,72.1,-122.2,25.5,0.244,1,1,1,1,1,1
2026-02-27 08:00,27.02,59.13,77.5,-97.5,23.0,0.274,1,1,1,1,1,1
2026-02-27 12:00,74.21,51.74,60.5,-125.3,19.5,0.258,1,1,1,1,1,1
2026-02-27 16:00,21.73,56.64,65.0,-126.3,23.7,0.305,1,1,1,1,1,1
2026-02-27 20:00,4.74,53.66,78.2,-110.0,20.4,0.284,1,1,1,1,1,1
2026-02-28 00:00,0.53,58.4,73.5,-103.5,23.3,0.291,1,1,1,1,1,1
2026-02-28 04:00,4.48,57.38,69.8,-90.6,25.4,0.17,1,1,1,1,1,1
2026-02-28 08:00,25.02,47.87,73.7,-123.0,25.8,0.275,1,1,1,1,1,1
2026-02-28 12:00,77.26,45.19,71.0,-120.5,22.3,0.253,1,1,1,1,1,1
2026-02-28 16:00,23.53,43.6,62.6,-107.0,20.6,0.125,1,1,1,1,1,1
2026-02-28 20:00,0.75,56.11,63.5,-110.0,26.0,0.312,1,1,1,1,1,1
2026-03-01 00:00,1.99,53.81,59.2,-107.4,22.3,0.289,1,1,1,1,1,1
2026-03-01 04:00,0.1,42.42,75.3,-101.5,20.4,0.273,1,1,1,1,1,1
2026-03-01 08:00,24.91,57.79,65.6,-128.5,23.4,0.143,1,1,1,1,1,1
2026-03-01 12:00,61.43,43.24,62.6,-127.3,21.0,0.18,1,1,1,1,1,1
2026-03-01 16:00,26.44,48.28,61.7,-139.1,24.1,0.299,1,1,1,1,1,1
2026-03-01 20:00,4.39,50.97,58.5,-124.1,24.4,0.125,1,1,1,1,1,1
2026-03-02 00:00,1.42,52.53,60.6,-106.5,19.2,0.299,1,1,1,1,1,1
2026-03-02 04:00,2.22,59.39,72.0,-132.9,23.2,0.289,1,1,1,1,1,1
2026-03-02 08:00,23.6,56.09,66.8,-125.4,20.8,0.191,0,1,1,1,1,1
2026-03-02 12:00,78.44,58.94,67.5,-139.6,22.0,0.188,1,1,1,1,1,1
2026-03-02 16:00,21.09,54.74,65.8,-124.9,20.8,0.227,1,1,1,1,1,1
2026-03-02 20:00,3.71,56.18,66.3,-105.9,20.3,0.187,1,1,1,1,1,1
2026-03-03 00:00,0.25,50.7,61.7,-135.9,20.9,0.315,1,1,1,1,1,1
2026-03-03 04:00,4.0,59.96,67.3,-108.3,21.3,0.353,1,1,1,1,1,1
2026-03-03 08:00,25.61,56.35,74.6,-135.1,24.4,0.175,1,1,1,1,1,1
2026-03-03 12:00,70.42,59.64,67.5,-112.7,21.2,0.197,1,1,1,1,1,1
2026-03-03 16:00,21.32,57.75,75.3,-131.3,19.8,0.29,1,1,1,1,1,1
2026-03-03 20:00,0.21,55.67,67.5,-116.2,21.6,0.127,1,1,1,1,1,1
2026-03-04 00:00,0.3,52.89,72.0,-108.3,19.9,0.17,1,1,1,1,1,1
2026-03-04 04:00,3.45,47.16,60.7,-104.1,22.4,0.231,1,1,1,1,1,1
2026-03-04 08:00,21.84,56.63,76.3,-117.8,19.5,0.147,1,1,1,0,1,1
2026-03-04 12:00,63.71,40.37,75.1,-109.0,20.7,0.316,1,1,1,1,1,1
2026-03-04 16:00,24.09,46.45,70.8,-135.6,22.7,0.12,1,1,1,1,1,1
2026-03-04 20:00,2.86,56.73,71.2,-119.0,23.9,0.177,1,1,1,1,1,1
2026-03-05 00:00,4.45,41.6,74.0,-137.6,22.9,0.381,1,1,1,1,1,1
2026-03-05 04:00,0.35,46.08,76.9,-101.6,19.7,0.318,1,1,1,1,1,1
2026-03-05 08:00,24.99,48.3,60.1,-114.5,21.5,0.238,1,1,1,1,1,1
2026-03-05 12:00,63.16,59.97,66.9,-125.9,21.2,0.397,1,1,1,1,1,1
2026-03-05 16:00,23.75,44.28,73.3,-103.0,20.8,0.388,1,1,1,1,1,1
2026-03-05 20:00,4.97,46.04,64.0,-131.1,25.0,0.107,1,1,1,1,1,1
2026-03-06 00:00,0.77,40.75,65.1,-134.5,21.6,0.275,1,1,1,1,1,1
2026-03-06 04:00,3.62,55.86,61.5,-107.0,23.8,0.273,1,1,1,1,1,1
2026-03-06 08:00,20.37,55.42,65.0,-107.3,21.9,0.36,1,1,1,1,1,1
2026-03-06 12:00,67.65,46.1,58.8,-118.4,20.0,0.251,1,1,1,1,1,1
2026-03-06 16:00,23.36,44.44,63.8,-124.2,19.9,0.125,1,1,1,1,1,1
2026-03-06 20:00,0.65,42.7,69.2,-120.5,23.6,0.159,1,1,1,1,1,1
2026-03-07 00:00,4.62,41.79,71.4,-123.1,21.4,0.196,1,1,1,1,1,1
2026-03-07 04:00,2.21,42.92,58.9,-107.3,20.4,0.212,1,1,1,1,1,1
2026-03-07 08:00,25.79,56.4,58.3,-112.2,19.8,0.235,1,1,1,1,1,1
2026-03-07 12:00,69.66,54.6,60.8,-112.0,19.1,0.275,1,1,1,1,1,1
2026-03-07 16:00,20.35,53.1,58.2,-124.5,20.9,0.356,1,1,1,1,1,1
2026-03-07 20:00,1.9,59.53,60.0,-127.4,25.1,0.259,1,1,1,1,1,1
2026-03-08 00:00,2.65,46.67,65.9,-133.7,21.4,0.206,1,1,1,1,1,1
2026-03-08 04:00,4.39,57.81,74.3,-138.8,22.9,0.184,1,1,1,1,1,1
2026-03-08 08:00,24.08,52.51,62.5,-130.4,20.1,0.391,1,1,1,1,1,1
2026-03-08 12:00,76.0,57.25,64.2,-111.8,22.7,0.141,1,1,1,1,1,1
2026-03-08 16:00,23.72,58.97,60.4,-127.3,25.2,0.318,1,1,1,1,1,1
2026-03-08 20:00,4.47,58.67,63.5,-108.8,19.7,0.155,1,1,1,1,1,1
2026-03-09 00:00,3.44,47.19,71.8,-120.9,22.5,0.281,1,1,1,1,1,1
2026-03-09 04:00,0.16,55.29,58.3,-129.2,21.9,0.323,1,1,1,1,1,1
2026-03-09 08:00,23.27,46.5,67.2,-130.1,21.8,0.113,1,1,1,1,1,1
2026-03-09 12:00,70.5,57.52,73.7,-119.2,22.2,0.348,1,1,1,1,1,1
2026-03-09 16:00,23.44,52.61,59.0,-128.4,21.8,0.191,1,1,1,1,1,1
2026-03-09 20:00,0.71,56.6,67.0,-111.1,19.8,0.334,1,1,1,1,1,1
2026-03-10 00:00,2.95,54.25,62.0,-121.8,20.8,0.308,1,1,1,1,1,1
2026-03-10 04:00,1.81,50.48,65.7,-108.4,22.6,0.385,1,1,1,1,1,1
2026-03-10 08:00,21.0,57.38,61.6,-111.5,21.9,0.193,1,1,1,1,1,1
2026-03-10 12:00,72.45,45.06,67.2,-105.8,22.8,0.102,1,1,1,1,1,1
2026-03-10 16:00,24.0,44.89,68.9,-115.2,22.9,0.348,1,1,1,1,1,1
2026-03-10 20:00,4.19,45.97,76.4,-138.0,21.9,0.153,1,1,1,1,1,1
2026-03-11 00:00,2.28,51.58,76.6,-136.3,21.1,0.211,1,1,1,1,1,1
2026-03-11 04:00,3.47,45.49,68.5,-119.0,23.9,0.284,1,1,1,1,1,1
2026-03-11 08:00,26.23,59.73,63.7,-115.6,21.2,0.258,1,1,1,1,1,1
2026-03-11 12:00,69.85,43.6,70.2,-111.7,25.9,0.1,1,1,1,1,1,1
2026-03-11 16:00,22.76,46.68,69.2,-114.5,19.1,0.16,1,1,1,1,1,1
2026-03-11 20:00,3.43,46.83,72.5,-115.4,19.2,0.153,1,1,1,1,1,1
2026-03-12 00:00,2.41,52.54,75.8,-118.5,21.3,0.335,1,1,1,1,1,1
2026-03-12 04:00,2.68,44.17,71.7,-108.0,25.2,0.206,1,1,1,1,1,1
2026-03-12 08:00,23.81,47.79,69.9,-105.4,24.3,0.312,1,1,1,1,1,1
2026-03-12 12:00,79.01,44.32,64.0,-135.5,24.5,0.333,1,1,1,1,1,1
2026-03-12 16:00,26.16,54.65,68.5,-109.0,20.0,0.362,1,1,1,1,1,1
2026-03-12 20:00,3.57,50.45,58.1,-102.7,23.8,0.278,1,1,1,1,1,1
2026-03-13 00:00,2.89,46.24,75.8,-127.2,20.3,0.183,1,1,1,1,1,1
2026-03-13 04:00,3.11,50.28,62.1,-126.0,21.2,0.142,1,1,1,1,1,1
2026-03-13 08:00,22.96,42.6,67.4,-113.0,19.7,0.116,1,1,1,1,1,1
2026-03-13 12:00,72.33,46.25,74.3,-111.5,23.7,0.26,1,1,1,1,1,1
2026-03-13 16:00,23.12,49.11,71.7,-111.6,22.3,0.17,1,1,1,1,1,1
2026-03-13 20:00,3.33,55.78,75.6,-121.9,19.2,0.243,1,1,1,1,1,1
2026-03-14 00:00,0.51,56.35,73.9,-127.0,23.5,0.338,1,1,1,1,1,1
2026-03-14 04:00,1.92,46.81,74.3,-116.4,24.5,0.231,1,1,1,1,1,1
2026-03-14 08:00,23.83,49.73,69.8,-121.5,22.9,0.347,1,1,1,1,1,1
2026-03-14 12:00,67.58,49.89,71.2,-136.4,24.7,0.366,1,1,0,1,1,1
2026-03-14 16:00,22.6,51.56,61.9,-112.7,21.2,0.271,1,1,1,1,1,1
2026-03-14 20:00,0.45,40.16,77.7,-123.8,19.9,0.188,1,1,1,1,1,1
2026-03-15 00:00,4.31,57.31,62.7,-111.9,21.8,0.195,1,1,1,1,1,1
2026-03-15 04:00,1.92,58.49,74.8,-133.8,26.0,0.301,1,1,1,1,1,1
2026-03-15 08:00,26.6,41.69,70.8,-123.4,22.2,0.337,1,1,1,1,1,1
2026-03-15 12:00,67.11,43.72,70.1,-116.9,24.9,0.171,1,1,1,1,1,1
2026-03-15 16:00,24.7,42.26,67.6,-112.4,20.0,0.319,1,1,1,1,1,1
2026-03-15 20:00,0.44,49.45,72.8,-101.6,19.5,0.29,1,1,1,1,1,1
2026-03-16 00:00,2.56,49.38,72.7,-123.2,25.7,0.339,1,1,1,1,1,1
2026-03-16 04:00,0.31,49.46,61.4,-137.9,25.9,0.343,1,1,1,1,1,1
2026-03-16 08:00,20.88,45.62,75.2,-139.4,19.8,0.152,1,1,1,1,1,1
2026-03-16 12:00,69.7,55.99,75.2,-126.3,19.6,0.144,1,1,1,1,1,1
2026-03-16 16:00,22.93,52.75,62.2,-110.6,21.4,0.293,1,1,1,1,1,1
2026-03-16 20:00,3.76,50.65,65.6,-111.8,22.3,0.144,1,1,1,1,1,1
2026-03-17 00:00,3.41,40.82,76.4,-114.5,25.7,0.23,1,1,1,1,1,1
2026-03-17 04:00,1.96,55.46,73.0,-110.6,23.1,0.158,1,1,1,1,1,1
2026-03-17 08:00,20.08,41.95,60.1,-122.2,20.5,0.185,1,1,1,1,1,1
2026-03-17 12:00,79.01,52.76,72.2,-135.2,25.0,0.139,1,1,1,1,1,1
2026-03-17 16:00,21.69,49.34,76.7,-114.4,25.5,0.183,1,1,1,1,1,1
2026-03-17 20:00,3.89,47.66,64.7,-137.6,25.7,0.179,1,1,1,1,1,1
2026-03-18 00:00,0.72,55.37,62.4,-114.3,25.4,0.315,1,1,1,1,1,1
2026-03-18 04:00,0.74,52.81,76.7,-113.4,20.9,0.31,1,1,1,1,1,1
2026-03-18 08:00,25.63,55.62,73.7,-118.4,19.0,0.386,1,1,1,1,1,1
2026-03-18 12:00,68.01,52.65,77.2,-136.4,22.7,0.388,1,1,1,1,1,1
2026-03-18 16:00,22.56,43.82,71.9,-104.1,23.4,0.208,1,1,1,1,1,1
2026-03-18 20:00,2.96,49.78,59.3,-118.4,21.2,0.26,1,1,1,1,1,1
2026-03-19 00:00,0.21,42.36,74.1,-113.3,22.2,0.303,1,1,1,1,1,1
2026-03-19 04:00,3.27,49.42,76.4,-138.2,23.9,0.139,1,1,1,1,1,1
2026-03-19 08:00,23.94,56.36,60.1,-120.1,24.6,0.166,1,1,1,1,1,1
2026-03-19 12:00,79.52,51.52,60.7,-106.5,24.6,0.329,1,1,1,1,1,1
2026-03-19 16:00,23.69,48.77,76.5,-138.4,19.7,0.354,1,1,1,1,1,1
2026-03-19 20:00,0.45,53.04,75.7,-123.4,24.7,0.332,1,1,1,1,1,1
2026-03-20 00:00,3.05,40.75,61.6,-120.0,25.7,0.288,1,1,0,1,1,1
2026-03-20 04:00,0.48,47.24,73.2,-118.4,20.5,0.331,1,1,1,1,1,1
2026-03-20 08:00,23.16,43.53,71.4,-138.3,23.5,0.186,1,1,1,1,1,1
2026-03-20 12:00,78.5,43.52,73.7,-120.6,19.8,0.369,1,1,1,1,1,1
2026-03-20 16:00,25.19,46.52,60.0,-110.5,25.1,0.213,1,1,1,1,1,1
2026-03-20 20:00,2.27,47.75,60.7,-111.2,23.4,0.393,1,1,1,1,1,1
2026-03-21 00:00,2.29,43.42,64.9,-104.5,23.2,0.337,1,1,1,1,1,1
2026-03-21 04:00,4.28,49.78,77.9,-116.3,24.9,0.184,1,1,1,1,1,1
2026-03-21 08:00,23.95,42.98,69.5,-139.8,25.9,0.112,1,1,1,1,1,1
2026-03-21 12:00,76.43,49.05,62.8,-117.7,19.1,0.32,1,1,1,1,1,1
2026-03-21 16:00,22.03,54.07,75.2,-110.1,19.2,0.236,1,1,1,1,1,1
2026-03-21 20:00,3.17,57.21,59.4,-104.3,21.3,0.11,1,1,1,1,1,1
2026-03-22 00:00,0.4,57.62,72.7,-137.8,25.6,0.302,1,1,1,1,1,1
2026-03-22 04:00,2.79,41.34,72.2,-131.8,25.9,0.172,1,1,1,1,1,1
2026-03-22 08:00,24.97,44.51,65.1,-129.3,23.8,0.183,1,1,1,1,1,1
2026-03-22 12:00,73.57,50.66,63.8,-115.2,24.6,0.384,1,1,1,1,1,1
2026-03-22 16:00,25.99,45.77,77.1,-135.6,20.9,0.309,1,1,1,1,1,1
2026-03-22 20:00,2.71,42.64,64.9,-122.2,23.5,0.187,1,1,1,1,1,1
2026-03-23 00:00,1.71,52.92,64.5,-116.3,23.9,0.353,1,1,1,1,1,1
2026-03-23 04:00,2.42,59.41,73.4,-138.1,21.5,0.237,1,1,1,1,1,1
2026-03-23 08:00,24.62,53.33,61.1,-130.5,19.3,0.195,1,1,1,1,1,1
2026-03-23 12:00,66.88,47.46,68.8,-133.5,21.1,0.376,1,1,1,1,1,0
2026-03-23 16:00,24.92,59.51,64.6,-111.8,22.3,0.187,1,1,1,1,1,1
2026-03-23 20:00,2.21,53.78,72.6,-104.0,20.0,0.265,1,1,1,1,1,1
2026-03-24 00:00,3.21,51.67,62.4,-102.6,20.9,0.107,1,1,1,1,1,1
2026-03-24 04:00,1.59,52.1,76.9,-103.7,21.5,0.144,1,1,1,1,1,1
2026-03-24 08:00,25.83,41.75,72.6,-122.2,25.9,0.341,1,1,1,1,1,1
2026-03-24 12:00,71.74,41.72,62.2,-121.0,25.1,0.396,1,1,1,1,1,1
2026-03-24 16:00,22.76,51.12,72.2,-109.8,20.0,0.156,1,1,1,1,1,1
2026-03-24 20:00,2.8,49.27,58.5,-139.9,20.8,0.387,1,1,1,1,1,1
2026-03-25 00:00,3.44,44.9,60.4,-128.9,26.0,0.12,1,1,1,1,1,1
2026-03-25 04:00,3.47,42.39,68.3,-117.0,24.9,0.149,1,1,1,1,1,1
2026-03-25 08:00,22.8,58.24,65.1,-128.4,22.7,0.381,1,1,1,1,1,1
2026-03-25 12:00,77.45,56.54,71.7,-128.0,23.8,0.307,1,1,1,1,1,1
2026-03-25 16:00,23.23,46.81,76.2,-135.9,20.1,0.166,1,1,1,1,1,1
2026-03-25 20:00,2.76,55.13,60.3,-121.6,19.5,0.346,1,1,1,1,1,1
2026-03-26 00:00,2.99,55.27,64.8,-111.6,19.2,0.344,1,1,1,1,1,1
2026-03-26 04:00,0.39,53.82,73.7,-136.9,24.4,0.327,1,1,1,1,1,1
2026-03-26 08:00,21.69,41.32,71.4,-109.8,24.5,0.376,1,1,1,1,1,1
2026-03-26 12:00,78.84,58.98,65.0,-133.6,22.5,0.319,1,1,1,1,1,1
2026-03-26 16:00,21.28,45.64,76.0,-118.5,25.8,0.13,1,1,1,1,1,1
2026-03-26 20:00,4.79,43.62,65.1,-124.8,20.5,0.168,1,1,1,1,1,1
2026-03-27 00:00,3.52,51.14,58.8,-126.9,19.8,0.185,1,1,1,1,1,1
2026-03-27 04:00,4.28,43.78,59.4,-106.4,22.3,0.304,1,1,1,1,1,1
2026-03-27 08:00,20.57,42.87,66.0,-116.4,19.7,0.378,1,1,1,1,1,1
2026-03-27 12:00,62.46,56.76,72.5,-128.9,24.0,0.275,1,1,1,1,1,1
2026-03-27 16:00,22.7,49.69,63.6,-109.3,19.8,0.175,1,1,1,1,1,1
2026-03-27 20:00,3.39,59.44,65.7,-112.8,20.1,0.287,1,1,1,1,1,1
2026-03-28 00:00,3.31,49.81,63.2,-126.3,25.0,0.264,1,1,1,1,1,1
2026-03-28 04:00,1.88,49.19,58.7,-117.7,25.0,0.191,1,1,1,1,1,1
2026-03-28 08:00,24.5,53.2,71.7,-117.1,22.3,0.356,1,1,1,1,1,1
2026-03-28 12:00,79.56,46.41,58.6,-138.2,24.9,0.205,1,1,1,1,1,1
2026-03-28 16:00,22.38,47.03,71.2,-130.1,23.5,0.278,1,1,1,1,1,1
2026-03-28 20:00,2.3,57.27,69.4,-103.9,20.9,0.309,1,1,1,1,1,1
2026-03-29 00:00,0.5,53.5,64.7,-119.9,24.4,0.202,1,1,1,1,1,1
2026-03-29 04:00,4.2,50.72,63.7,-138.1,26.0,0.221,1,1,1,1,1,1
2026-03-29 08:00,20.45,56.02,67.5,-131.6,24.6,0.295,1,1,1,1,1,1
2026-03-29 12:00,72.5,49.06,73.3,-132.8,19.1,0.311,1,1,1,1,1,1
2026-03-29 16:00,26.25,50.65,70.3,-109.2,22.0,0.27,1,1,1,1,1,1
2026-03-29 20:00,1.5,48.71,64.4,-106.8,19.5,0.161,1,1,1,1,1,1
2026-03-30 00:00,0.57,43.84,62.9,-106.9,22.2,0.268,1,1,1,1,1,1
2026-03-30 04:00,4.02,53.17,61.5,-105.9,25.7,0.246,1,1,1,1,1,1
2026-03-30 08:00,22.71,47.27,71.1,-136.4,25.6,0.317,1,1,1,1,1,1
2026-03-30 12:00,78.99,58.63,63.0,-104.6,20.7,0.137,1,1,1,1,1,1
2026-03-30 16:00,22.82,42.89,61.5,-101.2,22.1,0.176,1,1,1,1,1,1
2026-03-30 20:00,3.41,59.27,75.6,-102.5,21.5,0.315,1,1,1,1,1,1
2026-03-31 00:00,4.7,53.81,73.8,-130.4,22.9,0.193,1,1,1,1,1,1
2026-03-31 04:00,1.94,58.2,65.9,-100.9,20.8,0.127,1,1,1,1,1,1
2026-03-31 08:00,25.86,55.33,66.1,-138.6,25.1,0.347,1,1,1,1,1,1
2026-03-31 12:00,76.4,56.49,72.0,-119.7,21.5,0.281,1,1,1,1,1,1
2026-03-31 16:00,24.2,55.82,60.7,-124.0,23.4,0.194,1,1,1,1,1,1
2026-03-31 20:00,4.23,53.72,73.9,-127.2,22.3,0.321,1,1,1,1,1,1
2026-04-01 00:00,0.91,57.53,70.9,-114.6,20.6,0.434,1,1,1,1,1,1
2026-04-01 04:00,3.51,43.38,60.0,-132.8,20.8,0.177,1,1,1,1,1,1
2026-04-01 08:00,21.36,53.47,54.4,-121.5,20.3,0.409,1,1,1,1,1,1
2026-04-01 12:00,74.9,45.66,65.5,-133.3,21.9,0.194,1,1,1,1,1,1
2026-04-01 16:00,21.39,40.21,54.7,-137.1,23.9,0.356,1,1,1,1,1,1
2026-04-01 20:00,1.66,44.7,70.2,-110.1,25.6,0.44,1,1,1,1,1,1
2026-04-02 00:00,1.97,47.42,71.4,-127.6,23.1,0.228,1,1,1,1,1,1
2026-04-02 04:00,0.71,42.34,52.9,-144.9,25.1,0.4,1,1,1,1,1,1
2026-04-02 08:00,20.09,46.26,69.9,-137.4,26.0,0.379,1,1,1,1,1,1
2026-04-02 12:00,59.6,40.72,57.2,-121.8,22.1,0.449,1,1,1,1,1,1
2026-04-02 16:00,23.97,57.34,54.5,-146.3,25.1,0.204,1,1,1,1,1,1
2026-04-02 20:00,4.86,50.52,63.4,-133.3,19.5,0.38,1,1,1,1,1,1
2026-04-03 00:00,2.95,59.02,68.7,-143.8,19.6,0.399,1,1,1,1,0,1
2026-04-03 04:00,3.28,59.02,58.5,-120.7,24.1,0.437,1,1,1,1,1,1
2026-04-03 08:00,18.8,59.04,59.6,-134.0,20.2,0.44,1,1,1,1,1,1
2026-04-03 12:00,70.05,53.08,54.4,-130.4,22.0,0.392,1,1,1,1,1,1
2026-04-03 16:00,21.6,57.71,61.5,-127.5,22.0,0.377,1,1,1,1,1,1
2026-04-03 20:00,2.32,44.48,65.7,-143.8,22.5,0.339,1,1,1,1,1,1
2026-04-04 00:00,0.64,58.06,68.8,-129.1,21.1,0.164,1,1,1,1,1,1
2026-04-04 04:00,2.84,45.07,57.1,-146.7,22.5,0.184,1,1,1,1,1,1
2026-04-04 08:00,20.32,51.74,61.1,-123.2,23.4,0.23,1,1,1,1,1,1
2026-04-04 12:00,72.43,42.13,62.7,-149.8,19.8,0.202,1,1,1,1,1,1
2026-04-04 16:00,22.46,59.48,59.2,-123.0,23.8,0.268,1,1,1,1,1,1
2026-04-04 20:00,4.3,44.18,65.0,-124.0,22.1,0.338,1,1,1,1,1,1
2026-04-05 00:00,0.83,43.05,66.1,-111.4,22.3,0.408,1,1,1,1,1,1
2026-04-05 04:00,3.15,54.26,71.6,-116.1,24.2,0.329,1,1,1,1,1,1
2026-04-05 08:00,22.86,56.33,61.8,-121.4,22.7,0.277,1,1,1,1,1,1
2026-04-05 12:00,73.78,46.94,66.0,-149.2,21.0,0.208,1,1,1,1,1,1
2026-04-05 16:00,23.95,53.14,54.6,-138.3,24.0,0.438,1,1,1,1,1,1
2026-04-05 20:00,3.11,45.65,67.0,-123.3,19.9,0.21,1,1,1,1,1,1
2026-04-06 00:00,0.24,40.36,69.6,-135.7,20.1,0.398,1,1,1,1,1,1
2026-04-06 04:00,1.12,45.16,58.8,-135.8,19.3,0.413,1,1,1,1,1,1
2026-04-06 08:00,24.51,48.76,61.1,-116.3,19.8,0.182,1,1,1,1,1,1
2026-04-06 12:00,67.6,57.42,70.2,-143.7,21.0,0.282,1,1,1,1,1,1
2026-04-06 16:00,23.99,48.78,60.3,-119.2,20.7,0.393,1,1,1,1,1,1
2026-04-06 20:00,3.32,43.03,67.1,-133.1,20.6,0.391,1,1,1,1,1,1
2026-04-07 00:00,0.15,42.91,52.2,-117.8,25.6,0.175,1,1,1,1,1,1
